away,home,fd_away,fd_home,fg_wp_away,fg_wp_home,away_sp,home_sp
BAL,CLE,-104,-112,0.485,0.515,Trevor Rogers,Ben Lively
KCR,DET,-154,130,0.533,0.467,Seth Lugo,Keider Montero
MIA,ATL,168,-200,0.376,0.624,Max Meyer,Charlie Morton
STL,CHC,-106,-110,0.516,0.484,Sonny Gray,Shota Imanaga
COL,LAA,100,-118,0.452,0.548,Ryan Feltner,Carson Fulmer
