away,home,fd_away,fd_home,fg_wp_away,fg_wp_home,away_sp,home_sp
SEA,DET,-136,116,0.52,0.48,Bryce Miller,na
OAK,NYM,154,-184,0.435,0.565,Mitch Spence,Jose Quintana
LAD,MIL,-126,108,0.527,0.473,Jack Flaherty,Tobias Myers
ATL,SFG,100,-118,0.528,0.472,Max Fried,Logan Webb
BOS,BAL,124,-146,0.436,0.564,Nick Pivetta,Zach Eflin
WSH,PHI,225,-275,0.277,0.723,Mitchell Parker,Zack Wheeler
MIN,TEX,-116,-102,0.501,0.499,Bailey Ober,Cody Bradford
